SI16_21G	SI16_23G	SI18_30G	SI18_48G	SI18_52G	SI16_22G	SI18_15G	SI18_16G	SI18_18G	SI18_22G	SI16_1G	SI16_2G	SI16_3G	SI18_47G	SI18_49G
LOC117813898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117813899	0	0	0	0	0	0	0	0	0	0	3	0	27	5	4
LOC117813900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117813902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC117815035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117813755	0	5	0	2	0	2	0	0	0	0	4	2	10	3	0
LOC117813864	0	0	1	4	0	16	5	4	6	3	7	13	34	32	21
LOC117814580	0	0	0	0	0	2	0	0	0	0	56	28	31	19	14
LOC117814146	4200	4476	3990	1652	2446	2843	1154	736	496	1803	12	1	2	5	4
LOC117814147	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0
galnt18a	7	60	26	0	36	1	2	1	10	27	1	1	4	6	2
LOC117814923	0	0	0	0	0	0	0	0	0	0	35	21	10	12	12
zgc:162634	437	519	552	490	557	659	625	659	480	541	309	407	527	686	566
LOC117813771	7	3	19	60	27	27	62	48	52	23	19	24	98	133	51
btbd10a	234	150	120	174	183	164	119	97	58	160	265	194	413	515	213
arntl1a	223	130	65	80	139	96	18	7	10	26	163	139	257	279	105
ppfibp2b	118	46	12	8	17	249	16	21	31	17	26	27	108	172	60
LOC117814864	1	0	0	0	0	0	1	0	2	1	0	5	2	10	3
rep15	0	0	0	0	0	0	1	0	0	0	0	0	0	4	1
poglut3	276	254	338	312	342	200	271	216	175	294	145	184	332	373	195
LOC117814542	0	1	91	2	1	9	2	1	0	2	1	6	4	19	13
LOC117814775	2	1	1	0	0	0	0	0	0	0	0	1	1	9	1
far1	218	207	97	77	92	144	39	29	49	50	70	90	252	281	104
dkk3b	6	25	5	6	7	52	4	11	6	1	45	26	76	110	46
mical2b	270	233	186	127	301	50	136	64	64	138	26	30	147	97	62
parvaa	133	249	28	43	94	274	53	57	60	58	71	68	265	544	320
tead1a	7	10	1	4	1	30	0	3	10	0	13	14	22	66	25
rassf10a	18	19	0	2	1	8	4	2	6	1	16	9	18	109	29
si:ch211-266k8.4	624	773	557	522	710	488	545	455	392	586	2163	1159	978	383	256
olfml1	10	72	2	24	9	252	3	27	22	3	38	35	38	80	61
LOC117813908	0	0	0	0	0	1	0	2	0	0	2	0	9	10	1
LOC117813910	0	0	0	0	1	1	0	0	0	0	51	28	15	7	7
LOC117814579	372	699	25	68	65	115	34	14	55	27	67	40	114	278	167
LOC117814618	1	0	0	1	0	0	1	0	0	0	31	10	7	12	4
kiaa1549la	2	0	12	0	0	1	3	2	0	0	7	7	24	57	9
tcp11l1	6	6	3	6	5	29	10	15	14	8	36	43	77	145	67
LOC117814570	12	171	104	97	66	136	56	41	38	41	762	500	462	435	403
LOC117814585	0	1	3	2	0	1	0	0	0	1	6	0	3	12	3
ano10b	4	11	8	14	6	97	4	36	5	23	24	51	94	164	84
LOC117814659	4	4	3	0	0	23	0	0	15	1	15	4	33	94	50
LOC117814663	0	1	4	0	0	9	0	0	2	0	0	16	11	16	1
LOC117814662	63	10	2	1	7	6	24	43	2	1	0	1	0	2	0
LOC117814660	0	0	0	0	0	1	0	0	1	0	20	7	14	27	0
LOC117814658	3	3	4	1	2	15	0	0	23	2	16	5	28	71	33
fa2h	1	0	3	0	1	5	4	1	1	3	4	3	8	34	4
csnk2a2b	338	160	307	395	331	110	271	149	163	280	322	380	381	370	192
znf319b	79	116	55	48	64	65	19	7	20	14	225	175	241	350	156
usb1	613	594	316	533	292	488	215	235	196	240	108	112	215	333	206
pla2g15	312	266	272	270	307	118	225	170	118	272	132	172	245	280	169
lcat	0	0	0	0	1	7	3	17	2	1	21	26	46	126	56
uba2	1775	1108	1594	1512	1817	1093	1188	669	565	1404	2819	2096	2612	1574	953
ca5a	141	172	39	35	53	113	50	29	34	59	125	168	190	282	143
slc7a5	333	212	118	114	193	332	65	21	27	101	870	776	1112	548	471
LOC117814787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
klhdc4	142	112	89	192	92	81	88	41	66	104	161	104	275	272	147
jph3	0	0	0	0	0	0	0	0	0	0	3	1	1	1	1
zcchc14	6	17	5	6	3	21	3	4	3	3	14	13	38	57	22
map1lc3b	356	443	217	192	202	437	172	164	118	196	50	144	219	474	221
det1	844	676	828	686	1088	452	569	353	338	616	274	280	233	198	106
LOC117814852	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2
ranbp10	252	160	196	143	147	166	80	124	82	128	742	654	626	293	157
tsnaxip1	19	39	117	76	120	95	89	59	52	43	393	335	240	97	33
nutf2	201	272	402	291	311	723	408	310	297	437	1344	1348	1431	1389	877
edc4	662	363	410	402	550	297	241	96	94	269	1286	942	1342	1444	605
nrn1la	5	1	5	0	12	15	38	0	3	2	0	6	9	14	2
LOC117813857	0	0	0	0	0	2	0	0	0	0	29	21	19	8	6
pskh1	32	56	11	14	17	92	16	16	27	10	52	58	107	205	104
LOC117814149	5	0	1	3	1	6	0	2	5	3	44	36	30	46	34
LOC117814153	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC117814152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117814151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117814150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117813731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117813709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117813767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117813762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117814504	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
mbtps1	663	379	568	438	505	179	279	139	165	448	660	594	518	327	169
slc38a8a	2187	2018	1557	1623	1827	900	929	813	523	1234	58	89	135	191	95
necab2	0	0	2	0	0	0	0	3	1	0	2	5	6	15	2
LOC117814845	0	0	0	0	0	2	0	0	0	0	2	0	0	4	3
LOC117813912	2	7	0	1	1	4	2	0	2	1	6	4	13	26	6
chka	107	187	31	37	38	163	61	52	57	57	213	199	479	617	306
si:dkey-12e7.1	148	115	97	62	85	73	29	20	10	38	195	142	78	119	41
anpepa	3	6	6	1	2	5	5	2	2	0	3	3	2	32	13
arpin	52	98	46	122	52	218	178	188	132	72	91	131	306	307	174
fam169b	39	93	47	46	47	48	63	76	40	61	69	65	80	113	57
ldhd	14	26	7	16	8	23	9	13	22	14	41	124	116	356	120
trnag-gcc_48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
znrf1	15	23	6	6	10	93	18	14	26	15	75	152	355	312	178
gins3	374	483	231	202	346	320	92	45	54	90	182	184	234	186	179
ndrg4	0	0	0	0	0	15	0	1	0	0	8	7	13	29	13
smpd3	64	134	71	66	24	102	157	52	14	29	11	5	6	42	8
ccl35.1	5	11	6	6	3	108	86	69	76	12	6	35	114	281	179
LOC117814759	48	89	14	29	29	218	34	32	30	20	403	306	347	332	237
si:dkey-30c15.10	482	486	206	213	275	468	102	60	135	113	1477	1078	1297	714	476
exoc3l1	0	0	1	1	0	4	2	2	1	0	8	1	16	20	3
LOC117814837	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
LOC117814426	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
prmt7	836	429	648	583	552	284	343	201	205	468	281	217	508	294	191
ciapin1	609	756	564	562	678	718	602	556	355	710	347	351	542	766	456
coq9	816	730	672	802	916	675	586	437	493	655	501	554	666	593	282
polr2c	988	1140	1131	1165	1037	1203	872	700	423	695	338	287	380	405	287
LOC117814411	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
wwp2	449	283	422	349	489	157	190	248	330	423	471	404	357	433	163
adat1	110	99	182	84	102	88	82	22	17	46	41	62	67	99	52
gabarapl2	81	81	85	45	81	103	59	40	28	50	68	95	180	355	180
tmem231	51	76	27	18	29	117	4	4	12	7	592	485	273	107	108
chst6	0	0	0	1	0	28	2	0	1	0	433	327	122	160	79
LOC117814783	0	0	0	1	0	0	0	0	0	0	3	1	14	0	4
znf276	128	98	149	60	95	84	115	59	76	88	113	95	115	175	81
LOC117814093	407	160	301	188	304	317	95	174	157	309	917	927	1183	966	465
slc10a3	540	376	280	388	350	333	157	92	90	211	341	364	294	276	137
chmp1a	444	763	383	384	373	841	257	182	156	224	1509	1573	1924	1111	766
LOC117814999	6	72	56	15	20	531	69	7	38	37	4625	4261	3159	1920	1196
cdk10	251	240	218	396	258	219	194	107	136	178	108	98	171	199	118
vps4a	178	167	127	112	120	349	94	65	54	90	2044	1634	1353	1120	526
sntb2	11	20	2	5	0	14	3	4	7	4	15	15	37	71	25
spire2	901	456	413	656	686	401	331	217	224	403	152	143	257	287	106
vps9d1	352	561	137	226	172	217	73	34	38	97	569	363	461	274	170
si:dkey-238o13.4	1	32	1	0	1	190	3	0	0	0	44	19	20	65	104
spata2l	410	335	436	339	367	377	354	284	163	365	1098	1258	725	733	400
pdf	632	734	585	607	611	444	411	347	254	449	225	202	228	247	145
LOC117814464	66	131	30	34	42	106	31	5	45	62	340	222	434	839	338
tat	0	2	0	1	0	1	1	0	4	1	1	3	5	28	3
zgc:56622	2	0	2	1	0	75	6	8	3	1	1	11	9	20	13
klhl36	200	200	127	115	99	160	156	51	31	106	73	65	91	236	71
cotl1	219	328	118	170	175	1333	246	301	266	292	466	580	1149	1259	933
LOC117814307	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
meak7	66	67	60	96	60	91	43	8	12	18	67	93	87	150	76
LOC117813913	0	0	0	0	0	8	0	0	0	1	317	187	119	174	69
LOC117813931	0	0	0	0	0	1	0	1	0	1	0	2	2	12	2
plcg2	15	28	36	11	30	79	32	15	35	26	64	38	187	174	94
pllp	0	0	0	2	1	0	1	0	0	0	3	9	0	3	12
arl2bp	79	74	26	36	28	154	20	12	31	10	1241	999	562	256	211
rspry1	263	277	52	89	117	186	18	21	14	29	187	243	234	183	140
LOC117814860	2	4	1	0	1	74	2	2	2	2	1155	970	611	164	153
anapc13	287	485	361	330	321	384	316	386	211	372	399	357	239	295	197
LOC117814858	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1
LOC117814861	0	1	0	0	0	2	0	0	0	0	1	1	1	0	0
LOC117814862	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0
mt2	11884	17127	17367	19915	16969	29337	24317	40959	41148	19676	44	46	47	115	394
LOC117813934	18	80	24	43	56	14	7	15	3	2	9	9	17	15	6
LOC117813933	1331	3230	806	781	862	2119	300	116	104	424	106	87	134	496	175
LOC117813935	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
c6hxorf56	969	802	1011	875	847	780	723	786	387	937	292	356	415	640	388
nup93	591	428	690	610	631	338	457	221	273	442	1229	1161	1481	901	633
zpd	6527	6812	8101	6590	7916	4553	7382	6346	4917	9193	237	22	46	81	24
LOC117813932	0	3	1	2	0	3	3	2	1	1	33	2	11	17	6
mmp15a	58	123	7	21	14	150	15	10	7	28	48	63	225	300	155
LOC117814653	0	1	1	2	3	3	20	3	0	0	17	0	0	52	0
LOC117815102	1	0	0	2	0	17	7	1	4	0	801	514	318	244	50
lrrc29	114	90	44	54	64	41	23	2	3	18	48	41	86	104	38
elmo3	34	69	36	31	20	196	38	17	43	33	127	149	403	395	209
e2f4	316	311	289	230	255	246	137	51	66	162	589	521	644	338	234
c6h12orf4	288	245	262	285	269	185	121	53	64	136	107	115	197	303	116
slc45a3	577	362	178	205	235	170	91	52	54	82	103	303	206	197	117
LOC117814594	0	0	0	0	0	0	0	0	0	0	2	0	5	5	0
LOC117814874	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1
tigara	364	515	317	506	358	376	176	94	51	170	93	36	77	209	66
ccnd2a	56	107	8	23	19	319	36	39	37	32	93	162	307	540	335
LOC117813786	1	0	0	2	0	0	0	3	0	2	0	0	0	0	0
trnar-ucg_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdh13	465	359	1083	355	860	115	425	128	113	593	4	6	17	32	17
LOC117814213	167	330	282	226	247	4350	255	226	241	257	8	2	29	6	36
LOC117814215	0	1	0	6	0	1	2	3	0	4	0	0	0	0	1
LOC117814711	0	0	0	0	0	0	0	0	0	0	97	50	22	13	15
LOC117814638	0	0	0	0	0	0	0	0	0	0	70	23	16	13	7
mlycd	63	79	22	35	24	44	19	12	12	17	53	69	134	193	79
zgc:173742	1309	957	1062	1012	1263	658	735	310	319	708	1006	764	1522	1016	536
hsbp1b	246	479	255	241	280	1178	262	303	229	203	2955	2969	2039	1385	1278
si:dkey-246g23.2	2	1	3	0	1	14	7	0	6	1	39	42	68	93	46
kcng4a	20	9	0	0	0	12	0	0	0	1	4	3	10	28	7
LOC117813741	8	5	10	6	4	10	4	6	9	7	0	0	0	0	0
si:dkey-246g23.4	0	1	0	2	0	2	0	0	1	1	0	2	3	15	13
wfdc1	154	310	11	19	16	35	3	4	7	2	2	5	5	15	11
dyrk4	15	3	8	7	7	1	7	0	7	1	3	9	19	34	11
ndufa9a	1043	995	1167	1145	1297	933	1196	1159	1016	1357	768	810	1040	1021	654
LOC117813944	0	1	1	0	0	2	0	0	0	0	0	2	1	6	4
LOC117814379	902	923	907	808	1063	748	332	74	190	348	18	79	22	169	36
ribc2	2	6	7	4	7	132	16	12	17	79	2077	1854	1326	417	164
ada2a	143	92	65	70	115	95	40	35	29	48	72	86	153	272	137
LOC117814164	0	1	3	0	2	9	7	1	2	5	33	31	94	74	41
LOC117814166	0	0	0	0	0	2	0	0	0	0	4	36	59	122	20
LOC117814159	692	362	217	258	503	270	82	16	22	112	3506	2047	1268	395	286
slc25a18	0	1	1	0	1	4	1	0	0	0	93	80	26	9	9
atp6v1e1a	46	66	20	18	19	85	21	20	26	14	76	80	167	227	157
bcl2l13	1235	1020	1370	1273	1584	692	757	556	351	1209	3091	2220	2474	996	568
bida	454	970	543	478	443	543	327	180	270	319	269	270	275	348	261
wee2	5791	4345	4698	4689	5788	2150	3630	2378	1256	4733	14	20	57	43	18
dennd11	119	152	5	23	10	100	16	20	31	10	81	123	173	229	123
agk	545	508	429	476	422	348	467	391	343	472	142	140	283	392	207
LOC117815055	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
nup205	1089	635	941	736	1344	603	578	296	338	901	1142	965	1771	1212	645
fgd4a	104	71	26	30	61	48	33	10	21	14	29	50	105	131	58
bicd1a	1	3	1	2	0	0	1	3	2	1	16	11	22	51	23
LOC117813951	0	0	0	0	0	1	0	0	0	0	124	98	245	104	27
LOC117813952	1	1	0	0	1	0	0	0	1	0	3	0	0	1	0
zgc:110789	77	29	3	7	6	5	30	14	9	4	1	4	5	31	5
LOC117813953	0	0	0	0	0	1	0	0	0	0	12	3	2	12	5
LOC117813954	5	3	0	0	0	3	0	0	0	0	0	0	0	0	0
tmtc2b	37	56	6	7	4	28	5	4	4	3	79	68	116	264	116
LOC117813955	0	0	0	1	0	0	2	5	2	3	0	0	0	0	0
cracr2aa	25	31	26	20	30	20	15	10	13	22	415	210	70	120	40
LOC117814957	0	1	2	0	0	26	3	0	3	0	0	3	5	21	8
tspan9a	271	184	47	43	49	130	15	4	13	12	84	101	311	134	100
LOC117814351	48	81	13	8	24	66	33	7	10	12	2	0	0	0	0
LOC117814352	0	0	1	2	0	2	1	1	1	2	0	1	0	1	1
tspan33b	0	0	0	0	0	1	0	0	0	0	3	3	7	21	4
ttc38	245	215	283	302	254	190	279	251	235	235	120	100	384	456	226
mical3a	211	215	72	68	135	204	33	9	23	31	673	526	704	537	310
si:ch211-1e14.1	18	23	2	3	1	13	3	0	3	2	44	30	135	83	35
hipk2	15	25	7	10	8	51	6	10	15	9	209	304	307	255	114
LOC117814958	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
tbxas1	365	254	210	162	192	176	110	70	178	120	125	133	229	345	144
LOC117814789	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC117814587	0	4	0	5	0	13	0	0	2	2	6	6	36	54	11
LOC117814716	6	20	9	9	9	95	32	8	68	10	164	284	274	391	261
LOC117814717	0	0	4	1	1	3	1	0	3	0	42	24	15	41	12
LOC117814715	0	2	0	6	1	27	2	2	6	0	16	36	18	21	37
ccdc113	9	20	1	0	0	56	2	0	0	0	759	442	232	87	47
srgap1a	164	178	22	34	32	226	23	13	25	14	206	190	417	522	312
rxylt1	137	147	69	91	78	82	40	31	29	45	101	67	86	107	77
LOC117814964	429	535	488	381	512	764	533	561	451	594	744	846	746	971	645
zgc:112052	21	44	33	26	29	35	44	26	24	32	36	35	25	77	68
uri1	233	221	305	270	302	249	244	238	227	329	294	288	438	418	234
LOC117813956	2	3	7	9	11	10	7	26	18	30	24	19	45	134	37
tshz3a	70	55	20	11	23	42	19	17	36	25	21	16	60	73	57
LOC117813833	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1
LOC117813819	6	6	47	2	6	22	4	5	4	4	62	36	155	91	38
LOC117813832	0	0	0	0	0	0	0	0	0	0	4	13	14	0	1
mtss1la	35	47	17	7	9	53	10	3	9	7	54	75	143	223	132
mapk12a	9	17	6	7	8	39	5	1	5	1	9	6	9	56	27
selenoo1	448	607	233	249	391	290	157	55	82	140	261	241	473	430	311
trabd	82	121	22	30	26	118	9	4	9	12	202	160	141	110	58
LOC117813830	47	59	89	63	81	34	69	41	20	71	19	11	38	69	39
panx2	1	0	0	1	0	2	2	0	1	0	0	6	8	31	10
mlc1	15	14	11	12	8	7	15	4	5	13	3	0	9	1	0
LOC117813831	1	0	1	0	0	0	0	0	0	1	3	0	1	4	2
btbd11b	3	11	8	4	9	13	20	5	4	13	26	37	84	116	44
cry1b	329	300	127	99	140	145	22	17	30	42	286	251	430	423	215
LOC117814310	0	0	0	0	0	2	0	0	2	0	4	3	11	19	6
zgc:153031	7	13	4	3	9	16	8	7	8	6	18	18	37	91	53
mterf2	110	107	227	155	222	136	218	256	133	193	61	70	77	185	67
si:ch73-62b13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
etfbkmt	240	133	270	234	290	338	319	351	218	333	196	158	167	206	79
LOC117813887	2	3	2	1	2	3	3	3	2	5	7	4	8	10	2
LOC117813886	0	0	0	0	0	3	0	0	0	0	196	106	92	97	35
si:ch211-106e7.2	113	266	63	43	54	175	25	30	70	45	58	91	291	348	318
LOC117815104	45	124	15	33	15	698	139	207	214	41	237	640	892	1933	1569
LOC117815087	63	62	17	14	17	58	5	3	9	5	48	71	78	167	68
LOC117815089	895	1150	409	400	460	705	146	45	33	155	103	185	179	222	139
LOC117815088	300	588	181	207	250	331	130	50	46	127	270	206	220	304	162
wu:fa25f02	437	512	275	255	407	247	87	37	40	109	155	148	321	390	164
LOC117814097	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0
lrp5	16	12	1	7	7	23	2	1	5	3	53	34	113	147	40
trnap-ugg_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117813818	2	2	2	4	8	26	2	2	6	1	28	27	71	149	55
zgc:158868	7	18	1	0	0	3	0	1	1	2	2	1	18	5	6
bcar1	38	230	316	159	162	179	132	116	11	254	95	215	155	444	190
LOC117814277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cfdp1	615	543	606	549	614	305	490	339	181	572	208	222	306	482	232
galn	0	1	0	1	0	2	0	0	1	1	5	5	3	40	12
zgc:110339	235	301	189	129	154	279	141	103	102	143	193	179	363	525	310
tesmin	0	1	1	1	1	253	1	3	2	1	2625	1812	684	360	347
pard6a	66	148	23	38	27	71	21	13	23	26	53	57	100	117	43
LOC117814857	1	1	0	4	0	1	0	2	1	17	3	0	2	1	0
LOC117814667	0	0	0	0	0	0	0	0	0	29	2	2	10	3	2
LOC117814987	15	42	24	5	11	106	19	9	11	27	514	434	347	250	129
akap13	93	72	34	32	40	106	23	13	28	36	278	244	491	505	224
ska1	240	319	151	118	144	322	121	100	71	121	483	562	556	412	257
LOC117813961	70	87	1	1	4	7	1	11	15	48	4	239	139	153	93
ntrk3a	1	2	3	1	2	6	2	0	4	0	47	54	52	122	45
LOC117813704	0	0	0	1	0	0	0	0	0	0	3	8	4	14	5
LOC117813963	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2
LOC117815125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117813706	0	7	0	0	0	0	0	0	0	0	0	0	2	0	1
LOC117813705	2	1	0	1	0	2	0	0	0	0	4	0	6	13	7
LOC117815108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC117815181	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
LOC117815187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cetp	0	0	0	1	2	5	0	2	1	0	2	5	7	55	36
herpud1	324	371	200	126	164	232	108	75	84	130	664	498	463	429	254
trnap-agg_20	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hydin	23	9	5	53	40	242	12	2	9	1	5596	3540	2114	557	400
pnp6	2	2	1	3	6	18	4	3	4	8	21	32	18	75	30
calb2a	3	1	1	7	2	23	4	1	6	2	13	28	63	138	43
si:dkey-12e7.4	24	20	17	16	15	16	21	7	16	5	16	14	48	122	38
syt19	5	3	1	7	2	9	1	1	3	2	13	18	40	57	18
LOC117813964	0	0	0	0	0	0	0	0	0	0	2	0	2	6	1
LOC117813867	0	0	0	0	0	2	0	0	1	0	12	4	16	45	14
LOC117813965	0	0	0	0	0	1	0	0	0	0	6	3	5	14	4
LOC117813871	0	1	0	0	0	2	0	1	0	0	3	6	15	10	14
LOC117813870	0	0	0	0	0	0	1	0	0	1	0	0	4	2	3
LOC117813868	0	0	0	0	1	1	0	0	0	0	1	2	10	9	2
LOC117814884	0	0	0	0	0	0	0	0	0	0	1	0	1	11	3
LOC117814885	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
LOC117814886	1	0	0	0	0	0	0	0	0	0	1	0	3	6	0
LOC117814883	0	0	0	2	0	1	2	0	1	1	0	0	5	7	3
LOC117814887	2	2	3	10	5	8	3	14	4	2	1	1	0	7	2
LOC117814881	1	0	0	0	0	3	0	0	0	1	29	19	20	19	3
nlrc5	6	10	9	9	8	66	13	7	31	6	73	129	241	871	243
cpne2	0	0	0	3	0	91	0	1	13	1	68	58	118	190	117
psme3ip1	490	412	472	520	558	398	437	377	349	505	433	453	486	659	362
LOC117814071	114	88	43	44	30	105	16	12	18	38	89	91	155	151	72
LOC117813846	2	3	1	1	0	11	1	0	3	0	26	18	85	108	53
hsf4	0	2	0	0	1	1	0	1	2	0	9	5	13	65	13
LOC117814406	40	36	22	13	10	29	12	21	12	20	76	38	83	127	46
cbfb	55	70	17	23	21	80	36	25	24	18	82	143	163	281	158
c6h16orf70	429	397	288	208	274	259	101	60	74	148	870	659	677	517	288
b3gnt9	0	0	0	1	2	82	3	1	6	4	339	183	189	155	67
bbs2	277	86	289	204	412	130	66	35	13	189	803	699	466	238	157
setd6	360	316	520	480	495	347	371	261	219	466	298	389	582	588	394
trnap-agg_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnap-agg_22	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
trnap-ugg_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnap-agg_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnap-agg_24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnap-ugg_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cnot1	2743	1575	1919	1581	2313	1848	650	279	474	938	8852	6230	6083	4709	2391
si:ch211-216l23.2	367	418	157	191	217	335	91	39	60	65	542	431	562	611	347
znf423	236	153	196	215	263	80	166	69	129	206	65	48	120	293	95
si:ch211-212o1.2	25	13	44	16	30	14	24	21	15	39	42	20	48	87	27
LOC117814435	0	9	11	0	6	5	1	2	3	3	0	23	1	59	12
n4bp1	434	301	343	263	419	208	219	103	96	209	969	585	650	1236	515
siah1	883	781	435	533	696	360	148	44	49	182	478	385	412	408	212
lonp2	143	126	95	121	130	119	92	35	32	54	115	122	254	211	127
il34	5	6	0	3	2	6	1	1	0	0	0	2	0	18	3
sf3b3	1059	913	1168	845	1270	894	398	144	254	542	1647	1280	1663	1409	711
st3gal2	33	46	9	5	18	41	13	5	8	10	139	127	166	111	106
aars1	2336	1618	1636	1972	2241	1178	859	367	394	924	758	601	1125	976	642
exosc6	868	1284	563	749	785	1297	547	427	298	492	171	188	337	343	239
tgm2l	8	9	1	58	1	166	33	23	26	9	54	36	48	84	479
trnal-cag_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cmip	161	212	65	104	106	142	45	27	36	51	44	58	188	181	122
